Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver
2021-05-24,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,752766060.0
2023-03-16,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,354870954.0
2022-11-04,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,177068100.0
2024-08-21,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,458452200.0
2024-08-06,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,92757600.0
2022-05-06,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,8175383.336
2023-07-05,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,8700370.0
2024-03-05,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,315000.0
2025-01-22,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,0.0
2023-09-19,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,102442400.0
2022-10-20,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,49892400.0
2025-01-20,BH1,L5,5- SP IOT,IoT,A005,B013,36011051.3
2021-05-13,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,6399721330.0
2022-03-29,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4276379500.0
2023-05-19,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,4837032.0
2021-09-19,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,244947200.0
2021-10-31,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,145413100.0
2020-08-22,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,106556900.0
2025-02-12,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,138569000.0
2024-04-23,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,2395222.22
2022-07-12,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,0.0
2022-02-16,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,58426200.0
2021-05-13,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3347828620.0
2024-04-15,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,12999324270.0
2023-01-05,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,473955121.0
2022-06-25,BH1,L5,5- SP IOT,IoT,A005,B013,13626779.3
2024-10-03,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,3565000.0
2023-12-06,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,98933000.0
2022-04-08,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,431394100.0
2024-03-17,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1663200.0
2020-06-30,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,32478080.0
2021-05-12,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,182409364.0
2024-05-25,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,1930995789.0
2024-03-22,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,801000.0
2024-10-30,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,462000.0
2023-04-10,BH1,L5,5- SP IOT,IoT,A005,B013,17362750.0
2024-08-28,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,82363600.0
2021-02-18,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,23280000.0
2024-08-02,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,26181000.0
2020-06-03,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,73661800.0
2023-03-14,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,583018777.3
2025-02-07,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,834000.0
2023-12-06,PXK,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,250427500.0
2021-04-09,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,636300.0
2021-06-07,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,192447900.0
2022-10-14,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,5737762652.0
2023-10-20,BH1,L5,5- SP IOT,IoT,A005,B013,1011110.8
2024-09-27,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,5370767626.0
2023-07-04,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,39932280.0
2024-05-28,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3812124944.0
2022-05-23,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,570000.0
2024-08-31,BH1,L5,5- SP IOT,IoT,A005,B013,4064000.0
2023-07-22,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,63218900.0
2024-08-03,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,2198000.0
2021-05-24,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1254703080.0
2023-08-24,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,2052000.0
2024-04-20,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3602600.0
2023-05-04,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,5775176.0
2023-04-04,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,2095200.0
2022-06-28,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,475469209.2
2023-04-26,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,741885610.0
2024-01-23,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3358895492.0
2024-11-16,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,0.0
2024-04-15,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1713216100.0
2022-11-15,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,15735192.0
2021-12-22,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,1662400.0
2021-11-21,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,267072100.0
2024-01-11,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,610000.0
2022-11-05,BH1,L5,5- SP IOT,IoT,A005,B013,30727259.17
2023-08-07,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,212963.0
2023-12-06,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,224530015.5
2022-11-09,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,4277760.0
2024-12-10,BH2,L5,5- SP IOT,IoT,A005,B013,7330000.0
2021-09-23,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,97507500.0
2024-11-19,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,21306800.0
2021-11-04,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1702000.0
2021-03-26,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3121169900.0
2023-02-09,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,3006817105.0
2022-08-12,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,295200.0
2022-08-03,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,107215416.0
2025-01-09,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,295629200.0
2023-05-31,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,6961496770.0
2022-05-23,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,216289000.0
2021-03-03,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,3706500.0
2021-12-14,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,295400000.0
2023-08-16,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,26545880.0
2025-01-20,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,5789000.0
2023-09-21,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,239694300.0
2022-01-11,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,13143000.0
2024-06-12,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,513458420.0
2021-02-02,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,50148500.0
2020-10-24,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,9698500.0
2023-08-16,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1049480333.0
2024-06-15,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,1368620200.0
2022-10-07,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,29274300.0
2023-06-09,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,2196296.0
2021-08-28,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,607006000.0
2021-02-05,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,251452460.0
2021-12-15,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,271571060.0
2020-12-26,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,6244000.0
2023-03-27,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,5220000.0
2024-07-09,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,4572000.0
2021-04-06,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,1847700.0
2024-06-22,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,228000.0
2022-08-02,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,867771374.4
2020-09-21,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,17144250.0
2024-06-18,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,791747900.0
2024-07-17,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,290000.0
2022-03-19,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,708116300.0
2023-08-02,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,785700.0
2021-09-13,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,92813000.0
2024-03-02,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,278000.0
2021-05-26,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,6520000.0
2021-03-14,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,70736100.0
2024-10-26,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,96920172.0
2021-04-17,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,24062040.0
2021-08-04,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,306226000.0
2024-06-22,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,18544500.0
2022-08-13,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,17082165.0
2021-12-04,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,1478590000.0
2022-02-09,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,30574000.0
2020-11-19,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,52534000.0
2024-08-13,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,990000.0
2021-06-11,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,22752000.0
2022-05-02,BH1,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1724900.0
2025-02-04,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,1535601998.0
2021-08-31,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,7740000.0
2023-11-24,BH2,L5,5- SP IOT,IoT,A005,B013,17207402.0
2022-12-20,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,47623180.0
2021-03-10,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,1382500.0
2021-11-25,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,63364920.0
2024-05-08,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1074400.0
2021-11-15,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,2445600.0
2024-08-09,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,17690000.0
2024-08-12,PXK,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,4415984384.0
2021-05-10,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,5434000.0
2024-06-29,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,398854700.0
2025-01-23,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,507444716.0
2022-09-05,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2716200.0
2021-03-15,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,1908900.0
2022-07-21,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,331515866.0
2024-09-24,BH1,L5,5- SP IOT,IoT,A005,B013,41989997.9
2021-02-23,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,364646292.0
2023-09-08,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,5530634690.0
2022-10-12,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,2771000.0
2023-03-07,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,229419600.0
2023-12-30,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,114000.0
2021-10-21,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,13945000.0
2020-11-14,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,52702800.0
2021-12-07,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,7819587045.0
2024-02-01,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,1006962502.0
2022-02-18,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,232228400.0
2024-09-06,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,89190904.0
2022-12-05,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,2138880.0
2024-04-22,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,1306477737.0
2021-10-28,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,2553216688.0
2023-11-08,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1001240856.0
2024-03-21,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,7910000.0
2021-06-01,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,9349200.0
2023-07-23,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,7830000.0
2021-04-09,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,610000.0
2022-10-31,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,866737792.0
2024-05-23,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,4568800.0
2023-04-12,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,143271396.0
2020-07-08,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,27476700.0
2023-01-16,BH1,L5,5- SP IOT,IoT,A005,B013,2686000.0
2024-01-22,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,15134259.25
2022-03-09,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,44490485.19
2024-08-06,BH2,L5,5- SP IOT,IoT,A005,B013,26586113.5
2023-03-06,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,52949000.0
2021-09-13,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,70657000.0
2023-03-25,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,8146720.0
2020-10-03,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,1400000.0
2021-07-03,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,192127480.0
2024-06-18,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,26608600.0
2022-06-28,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,4034000.0
2025-01-02,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,16575200.0
2024-04-26,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,11226000.0
2020-11-18,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,40759900.0
2023-07-15,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,42552000.0
2022-10-30,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,794520692.0
2020-11-20,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3536200.0
2023-07-07,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,539382538.0
2025-01-24,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,8650000.0
2023-05-30,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1999633920.0
2021-09-13,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,5119800.0
2022-10-21,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,72822600.0
2024-10-16,BH1,L5,5- SP IOT,IoT,A005,B013,61397200.0
2022-09-06,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,194130520.0
2024-01-19,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,3793018320.0
2023-05-31,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,16488500.0
2022-09-15,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,81027000.0
2020-12-09,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,4009000.0
2020-08-10,PXK,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1339515552.0
2021-12-29,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,269911480.0
2023-09-01,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,391109400.0
2021-12-17,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1409289290.0
2024-01-24,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,579001256.0
2023-12-17,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2791764482.0
2023-12-16,BH1,L5,5- SP IOT,IoT,A005,B013,4255091.4
2022-03-01,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,773300736.0
2022-11-04,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,28278000.0
2024-10-10,BH1,L5,5- SP IOT,IoT,A005,B013,47258277.5
2023-01-11,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,9342000.0
2024-09-13,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,615724620.0
2023-07-14,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,66311893.0
2023-09-30,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,52307600.0
2024-09-23,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,15366110.0
2024-02-27,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,5332400.0
2023-02-07,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,8641200.0
2020-08-06,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,343849680.0
2022-12-15,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,988454049.0
2021-09-25,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,47000.0
2022-11-29,BH2,L5,5- SP IOT,IoT,A005,B013,317694647.0
2022-04-05,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,444613280.0
2024-12-26,BH2,L5,5- SP IOT,IoT,A005,B013,79093320.33
2023-09-17,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,64392000.0
2023-11-10,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,8884560.0
2023-02-02,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,19799800.0
2024-03-30,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1516193552.0
2021-12-19,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,0.0
2021-04-07,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,2861624.0
2023-11-17,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,108889600.0
2024-03-21,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2503143384.0
2023-02-18,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,2067700.0
2024-11-15,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,3747048916.0
2024-09-04,BH1,L5,5- SP IOT,IoT,A005,B013,17496900.0
2023-06-26,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,15624000.0
2022-09-17,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,256679530.0
2022-10-01,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,109944148.0
2021-10-21,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,335048880.0
2024-01-18,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,93293112.0
2022-03-19,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,5313000.0
2021-06-09,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,67280100.0
2022-05-03,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2558299833.0
2024-08-30,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,8177072900.0
2024-05-03,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,636204.0
2021-07-23,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,2238807642.0
2022-07-23,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,18600000.0
2024-11-21,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,389954000.0
2021-07-12,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3214200405.0
2021-10-08,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,44357400.0
2021-11-12,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,149298300.0
2020-12-14,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,342701300.0
2021-01-30,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,220537280.0
2023-07-21,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,222297464.0
2024-05-07,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,207692600.0
2022-08-02,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,709787348.1
2023-12-21,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,5212777.775
2023-07-03,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,158393800.0
2021-04-08,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,2168000.0
2022-05-13,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,98076460.0
2020-12-15,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,2200000.0
2022-12-29,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,1198306956.0
2020-11-25,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,80712860.0
2022-02-28,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,1110000.0
2022-12-23,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1068775703.0
2024-03-07,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,26089000.0
2024-05-10,BH2,L5,5- SP IOT,IoT,A005,B013,2075000.0
2024-07-17,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,2443331434.0
2021-05-26,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,307642480.0
2024-06-08,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,16658500.0
2023-12-04,PXK,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,28911000.0
2022-03-20,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,49048000.0
2021-01-13,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,743412960.0
2024-11-21,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,4230000.0
2025-01-06,BH2,L5,5- SP IOT,IoT,A005,B013,15906067.0
2024-11-16,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,4725200.0
2021-05-25,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,30120000.0
2023-10-05,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,118595700.0
2024-07-24,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,5480000.0
2021-03-25,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,206276000.0
2023-09-09,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,219501800.0
2023-08-01,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,71797200.0
2024-12-14,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,50944500.0
2023-01-10,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,245294982.0
2024-10-17,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,21600000.0
2021-11-12,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,7135121320.0
2024-05-27,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1500000.0
2021-01-07,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,2916000.0
2021-11-10,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,32603800.0
2020-08-05,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,59315600.0
2022-02-12,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,920000.0
2023-03-16,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,27875500.0
2024-01-12,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,114999644.5
2024-11-25,BH1,L5,5- SP IOT,IoT,A005,B013,13434527.5
2024-01-22,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,275551757.2
2023-10-20,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,35200000.0
2021-07-27,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,115036000.0
2021-06-23,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,32314500.0
2023-02-04,BH2,L5,5- SP IOT,IoT,A005,B013,17150003.0
2022-07-06,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,227307612.0
