Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver,Deliver_Plan,Plan_Type,Created_At
8/29/2020,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,777379159.4,,,18:26.0
2/14/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,21318800,,,18:26.0
1/11/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,3636697704,,,18:26.0
3/27/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,4079162041,,,18:26.0
12/3/2020,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,22745700,,,18:26.0
12/5/2020,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,5560000,,,18:26.0
12/25/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,115402400,,,18:26.0
11/19/2020,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,96268300,,,18:26.0
4/13/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,537089094.9,,,18:26.0
6/26/2023,BH1,L5,5- SP IOT,IoT,A005,B013,98940000,,,18:26.0
12/10/2020,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,646745976.4,,,18:26.0
10/3/2020,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,388978191.6,,,18:26.0
12/18/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,7946000,,,18:26.0
12/14/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,1181715100,,,18:26.0
1/17/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,875196530,,,18:26.0
5/3/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,126673389,,,18:26.0
9/22/2022,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1556100,,,18:26.0
5/21/2024,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,20891184,,,18:26.0
4/23/2022,BH2,L5,5- SP IOT,IoT,A005,B013,6691500,,,18:26.0
9/29/2021,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,13940400,,,18:26.0
11/30/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,2272300,,,18:26.0
7/9/2020,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,990000,,,18:26.0
11/19/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,375140223,,,18:26.0
8/25/2023,BH2,L5,5- SP IOT,IoT,A005,B013,35169361,,,18:26.0
10/1/2023,CTY,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,,538923000,Thang,18:26.0
10/15/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,2371200,,,18:26.0
4/18/2022,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,0,,,18:26.0
11/27/2024,BH1,L4,4- SP LOCAL,Local,A004,B019,3940000,,,18:26.0
8/30/2024,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,87733166,,,18:26.0
6/13/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,54349362.85,,,18:26.0
1/15/2024,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,27133310,,,18:26.0
10/15/2022,BH2,L5,5- SP IOT,IoT,A005,B013,12235749,,,18:26.0
8/8/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,1491775,,,18:26.0
12/20/2021,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,691657790,,,18:26.0
10/22/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,3179800,,,18:26.0
2/27/2024,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,416610900,,,18:26.0
3/15/2023,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,89171800,,,18:26.0
6/27/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,18501600,,,18:26.0
2/24/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,470000,,,18:26.0
9/13/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,19521000,,,18:26.0
8/13/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,29445009,,,18:26.0
10/16/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,38248044,,,18:26.0
1/25/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,2624548992,,,18:26.0
7/26/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,465985800,,,18:26.0
9/24/2022,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2566500,,,18:26.0
2/6/2025,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1087314100,,,18:26.0
8/11/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,27465000,,,18:26.0
1/7/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,11424000,,,18:26.0
8/20/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4594459603,,,18:26.0
10/10/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,281188224,,,18:26.0
1/19/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,80609200,,,18:26.0
10/23/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,764765784,,,18:26.0
1/7/2025,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,196509000,,,18:26.0
7/31/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3913120500,,,18:26.0
3/24/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,7195290,,,18:26.0
3/31/2021,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,2593713800,,,18:26.0
11/16/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,157905974,,,18:26.0
3/1/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,111288000,,,18:26.0
5/4/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,135768420,,,18:26.0
6/29/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,77004124.97,,,18:26.0
2/20/2021,BH1,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,3400000,,,18:26.0
10/30/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,7669151032,,,18:26.0
11/10/2020,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,4666200,,,18:26.0
5/11/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,91252000,,,18:26.0
5/29/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,10826090,,,18:26.0
8/9/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,24521700,,,18:26.0
5/4/2022,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3470789350,,,18:26.0
6/8/2023,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,537273,,,18:26.0
7/16/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,23255200,,,18:26.0
1/4/2025,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,167826278,,,18:26.0
12/21/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,85680066.66,,,18:26.0
4/5/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,196866920,,,18:26.0
9/5/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,47575116,,,18:26.0
8/22/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,4100370.37,,,18:26.0
6/8/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,43224000,,,18:26.0
8/12/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,7696400,,,18:26.0
11/21/2023,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1740000,,,18:26.0
4/18/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1006830741,,,18:26.0
4/24/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,20041000,,,18:26.0
9/1/2024,CTY,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,,,Thang,18:26.0
3/31/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,1706324520,,,18:26.0
6/19/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,205800,,,18:26.0
12/8/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,37210000,,,18:26.0
4/8/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,25303444,,,18:26.0
5/14/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,992298460,,,18:26.0
3/4/2021,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,69473000,,,18:26.0
7/16/2024,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,1255862226,,,18:26.0
6/30/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,18441000,,,18:26.0
3/8/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,91328700,,,18:26.0
7/8/2022,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,5580000,,,18:26.0
12/2/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,161162800,,,18:26.0
5/13/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,956209920,,,18:26.0
9/12/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,46056067,,,18:26.0
2/19/2025,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,96349273,,,18:26.0
8/7/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,119148000,,,18:26.0
12/7/2020,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,11563200,,,18:26.0
2/17/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,4034000,,,18:26.0
6/4/2021,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,23500,,,18:26.0
3/30/2021,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6822000,,,18:26.0
8/5/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1260867300,,,18:26.0
3/11/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,107562700,,,18:26.0
11/6/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,22728315,,,18:26.0
12/2/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,1759500,,,18:26.0
3/9/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,90929700,,,18:26.0
1/6/2025,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2927500,,,18:26.0
1/27/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,3200000,,,18:26.0
1/15/2024,BH1,L5,5- SP IOT,IoT,A005,B013,15522039.5,,,18:26.0
9/4/2024,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,3111000,,,18:26.0
5/18/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,56343600,,,18:26.0
4/17/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,447146948,,,18:26.0
6/24/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,48811100,,,18:26.0
12/15/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,18081500,,,18:26.0
11/6/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2735259500,,,18:26.0
4/4/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,4225500,,,18:26.0
8/14/2020,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,16895740,,,18:26.0
5/11/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,154341500,,,18:26.0
8/8/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,176364143,,,18:26.0
5/5/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,404227100,,,18:26.0
1/17/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,44078000,,,18:26.0
4/13/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,36816000,,,18:26.0
1/28/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5130445230,,,18:26.0
6/28/2021,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,76994780,,,18:26.0
3/13/2021,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,1199054886,,,18:26.0
9/4/2024,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,4877600,,,18:26.0
8/17/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,15620893,,,18:26.0
9/18/2020,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,814595600,,,18:26.0
8/17/2024,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,298298000,,,18:26.0
2/4/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1822586060,,,18:26.0
6/12/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,10621600,,,18:26.0
10/11/2022,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,2528920,,,18:26.0
12/26/2021,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,102136800,,,18:26.0
9/16/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,8050000,,,18:26.0
11/28/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,542347952,,,18:26.0
3/20/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,2141926,,,18:26.0
1/17/2024,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,5631920,,,18:26.0
12/27/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,4656000,,,18:26.0
8/30/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,7656000,,,18:26.0
5/13/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,107510100,,,18:26.0
9/9/2020,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,162044580,,,18:26.0
12/18/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,683034000,,,18:26.0
2/13/2025,BH1,L5,5- SP IOT,IoT,A005,B013,22179000,,,18:26.0
4/11/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,850634001,,,18:26.0
10/6/2020,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,155278800,,,18:26.0
4/12/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,368431461.6,,,18:26.0
2/16/2023,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,610267,,,18:26.0
8/7/2020,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,1060500,,,18:26.0
12/20/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,50070250,,,18:26.0
7/17/2024,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,6962452132,,,18:26.0
1/14/2025,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,341667,,,18:26.0
1/24/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,14489000,,,18:26.0
9/10/2021,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,814758610,,,18:26.0
5/8/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,8391768471,,,18:26.0
1/10/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,106601000,,,18:26.0
6/11/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,199285060,,,18:26.0
12/4/2023,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,11147100,,,18:26.0
5/27/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,312431942,,,18:26.0
9/16/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,2820000,,,18:26.0
12/28/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,35728000,,,18:26.0
12/22/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,81821900,,,18:26.0
11/4/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2385000,,,18:26.0
7/9/2022,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,285184,,,18:26.0
2/1/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,9620000,,,18:26.0
5/29/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,3298065110,,,18:26.0
1/8/2024,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1217000,,,18:26.0
4/28/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,201486000,,,18:26.0
10/27/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,737523522,,,18:26.0
8/8/2022,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3737442040,,,18:26.0
8/24/2020,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,405954600,,,18:26.0
11/30/2023,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,188345100,,,18:26.0
12/25/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,607355500,,,18:26.0
2/3/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,507000,,,18:26.0
8/5/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,181559120,,,18:26.0
5/20/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,48911600,,,18:26.0
3/16/2024,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,259133700,,,18:26.0
5/6/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,105106360,,,18:26.0
11/9/2023,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,594968964,,,18:26.0
11/26/2021,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,4276000,,,18:26.0
9/22/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,4740925,,,18:26.0
5/2/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,3700000,,,18:26.0
12/22/2020,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,2015325527,,,18:26.0
1/25/2021,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,404819400,,,18:26.0
9/9/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,104907620,,,18:26.0
6/2/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,6495313100,,,18:26.0
1/25/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1785000,,,18:26.0
11/6/2022,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,584336491,,,18:26.0
6/17/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,3520000,,,18:26.0
1/7/2023,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,1254000,,,18:26.0
2/6/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,354095680,,,18:26.0
9/3/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,11970000,,,18:26.0
11/25/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,9010000,,,18:26.0
6/7/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,259059000,,,18:26.0
8/13/2020,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,7372880,,,18:26.0
7/8/2022,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,216311400,,,18:26.0
5/21/2022,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,175313540,,,18:26.0
10/21/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1618100900,,,18:26.0
8/20/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,68403444,,,18:26.0
6/21/2024,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,16139212,,,18:26.0
5/18/2023,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,460758000,,,18:26.0
3/3/2021,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,228563200,,,18:26.0
7/1/2024,CTY,L6,6- KD DV & Tr?i nghi?m KH,KD DV & Tr?i nghi?m KH,A006,B017,,,Thang,18:26.0
10/30/2022,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,0,,,18:26.0
8/5/2024,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,83559300,,,18:26.0
9/29/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,7864040,,,18:26.0
10/12/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1644523385,,,18:26.0
8/19/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,204041600,,,18:26.0
11/11/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,123724100,,,18:26.0
2/18/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,260005000,,,18:26.0
4/13/2024,BH2,L5,5- SP IOT,IoT,A005,B013,9285741,,,18:26.0
1/16/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,52282500,,,18:26.0
6/16/2022,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,16717000,,,18:26.0
5/12/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,26412520,,,18:26.0
9/23/2024,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,1360000,,,18:26.0
5/13/2022,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,58610000,,,18:26.0
1/8/2024,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6933500,,,18:26.0
11/7/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,9903272,,,18:26.0
5/3/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,297195940,,,18:26.0
3/22/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,493330842,,,18:26.0
2/17/2025,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,694335128.3,,,18:26.0
5/27/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,73014710,,,18:26.0
9/18/2024,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,18405920,,,18:26.0
9/5/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,186000,,,18:26.0
2/2/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,28292200,,,18:26.0
9/24/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,389506500,,,18:26.0
4/7/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,73932600,,,18:26.0
10/21/2022,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1942595,,,18:26.0
6/23/2020,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,6055200,,,18:26.0
12/31/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,520253000,,,18:26.0
10/12/2024,BH1,L5,5- SP IOT,IoT,A005,B013,11909300,,,18:26.0
4/3/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,29408400,,,18:26.0
12/4/2023,PXK,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,1369362324,,,18:26.0
2/2/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,13388000,,,18:26.0
9/30/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,132700500,,,18:26.0
10/18/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1138438556,,,18:26.0
2/10/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,165732300,,,18:26.0
10/8/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,57546423,,,18:26.0
3/11/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2647080000,,,18:26.0
2/16/2025,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2204862400,,,18:26.0
4/7/2023,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,47464000,,,18:26.0
3/10/2023,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,417629150,,,18:26.0
4/14/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,424800,,,18:26.0
3/18/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,7026700,,,18:26.0
3/26/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,103118600,,,18:26.0
12/14/2022,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,2400065303,,,18:26.0
12/29/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,989178395.6,,,18:26.0
4/20/2023,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,337490854,,,18:26.0
7/29/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,5020400,,,18:26.0
12/5/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,18336888,,,18:26.0
